contact_operateur,nom_enseigne,id_station_itinerance,nom_station,implantation_station,adresse_station,coordonneesXY,nbre_pdc,id_pdc_itinerance,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,paiement_acte,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,date_maj,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner,created_at,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_commune,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified,consolidated_is_code_insee_modified
sav@izivia.com,Wiiiz,FRA16PWIIZ147,Valbonne - Route des Dolines,Voirie,1755 Route des Dolines 06560 Valbonne,"[7.044712, 43.623628]",2,FRA16EWIIZ14711,50,False,True,False,False,False,True,"Les tarifs de recharge peuvent varier en fonction de plusieurs facteurs, y compris le fournisseur de services, l'emplacement de la borne, la puissance de charge, et les éventuelles promotions en cours. Il est recommandé de consulter directement les informations tarifaires auprès du gestionnaire de la borne ou via l'application mobile associée pour obtenir les détails les plus récents et précis.",Accès libre,False,24/7,Accessibilité inconnue,Aucune Restriction,False,2026-01-11,2026-01-11T07:01:14Z,6112801882206048b39452c2,87194f3d-57fb-4b0e-a81c-c22cc4aa59e3,izivia,2021-08-10T15:33:17Z,7.044712,43.623628,06560,Valbonne,TRUE,TRUE,FALSE
sav@izivia.com,Wiiiz,FRA16PWIIZ241,Villeneuve-Loubet - Parking Mission locale,Voirie,1 Avenue des Rives 06270 Villeneuve-Loubet,"[7.134451, 43.641953]",2,FRA16EWIIZ24111,50,False,True,False,False,False,True,"Les tarifs de recharge peuvent varier en fonction de plusieurs facteurs, y compris le fournisseur de services, l'emplacement de la borne, la puissance de charge, et les éventuelles promotions en cours. Il est recommandé de consulter directement les informations tarifaires auprès du gestionnaire de la borne ou via l'application mobile associée pour obtenir les détails les plus récents et précis.",Accès libre,False,24/7,Accessibilité inconnue,Aucune Restriction,False,2026-01-11,2026-01-11T07:01:14Z,6112801882206048b39452c2,87194f3d-57fb-4b0e-a81c-c22cc4aa59e3,izivia,2021-08-10T15:33:17Z,7.134451,43.641953,06270,Villeneuve-Loubet,TRUE,TRUE,FALSE
sav@izivia.com,Wiiiz,FRA16PWIIZ313,Le Adret de l'Estérel - Parking Eglise,Voirie,Chemin de la Fontaine 83600 Les Adrets-de-l'Estérel,"[6.8376619, 43.526376]",2,FRA16EWIIZ31311,50,False,True,False,False,False,True,"Les tarifs de recharge peuvent varier en fonction de plusieurs facteurs, y compris le fournisseur de services, l'emplacement de la borne, la puissance de charge, et les éventuelles promotions en cours. Il est recommandé de consulter directement les informations tarifaires auprès du gestionnaire de la borne ou via l'application mobile associée pour obtenir les détails les plus récents et précis.",Accès libre,False,24/7,Accessibilité inconnue,Aucune Restriction,False,2026-01-11,2026-01-11T07:01:14Z,6112801882206048b39452c2,87194f3d-57fb-4b0e-a81c-c22cc4aa59e3,izivia,2021-08-10T15:33:17Z,6.8376619,43.526376,83600,Les Adrets-de-l'Estérel,TRUE,TRUE,FALSE
sav@izivia.com,Wiiiz,FRA16PWIIZ334,Villeneuve Loubet - Parking de Gaulle,Voirie,Avenue de la Liberté 06270 Villeneuve-Loubet,"[7.121461377219564, 43.658110163941]",2,FRA16EWIIZ33411,50,False,True,False,False,False,True,"Les tarifs de recharge peuvent varier en fonction de plusieurs facteurs, y compris le fournisseur de services, l'emplacement de la borne, la puissance de charge, et les éventuelles promotions en cours. Il est recommandé de consulter directement les informations tarifaires auprès du gestionnaire de la borne ou via l'application mobile associée pour obtenir les détails les plus récents et précis.",Accès libre,False,24/7,Accessibilité inconnue,Aucune Restriction,False,2026-01-11,2026-01-11T07:01:14Z,6112801882206048b39452c2,87194f3d-57fb-4b0e-a81c-c22cc4aa59e3,izivia,2021-08-10T15:33:17Z,7.121461377219564,43.658110163941,06270,Villeneuve-Loubet,TRUE,TRUE,FALSE
sav@izivia.com,Wiiiz,FRA16PWIIZ337,Biot - Parking St Jean,Voirie,Route d'Antibes 06410 Biot,"[7.097062443741024, 43.62591239754769]",4,FRA16EWIIZ33711,50,False,True,False,False,False,True,"Les tarifs de recharge peuvent varier en fonction de plusieurs facteurs, y compris le fournisseur de services, l'emplacement de la borne, la puissance de charge, et les éventuelles promotions en cours. Il est recommandé de consulter directement les informations tarifaires auprès du gestionnaire de la borne ou via l'application mobile associée pour obtenir les détails les plus récents et précis.",Accès libre,False,24/7,Accessibilité inconnue,Aucune Restriction,False,2026-01-11,2026-01-11T07:01:14Z,6112801882206048b39452c2,87194f3d-57fb-4b0e-a81c-c22cc4aa59e3,izivia,2021-08-10T15:33:17Z,7.097062443741024,43.62591239754769,06410,Biot,TRUE,TRUE,FALSE
sav@izivia.com,Wiiiz,FRA16PWIIZ368,Les Adrets de l'Esterel - Parking Mairie 1,Voirie,Route de l'Estérel 83600 Les Adrets-de-l'Estérel,"[6.813962458251709, 43.52509528980788]",2,FRA16EWIIZ36811,50,False,True,False,False,False,True,"Les tarifs de recharge peuvent varier en fonction de plusieurs facteurs, y compris le fournisseur de services, l'emplacement de la borne, la puissance de charge, et les éventuelles promotions en cours. Il est recommandé de consulter directement les informations tarifaires auprès du gestionnaire de la borne ou via l'application mobile associée pour obtenir les détails les plus récents et précis.",Accès libre,False,24/7,Accessibilité inconnue,Aucune Restriction,False,2026-01-11,2026-01-11T07:01:14Z,6112801882206048b39452c2,87194f3d-57fb-4b0e-a81c-c22cc4aa59e3,izivia,2021-08-10T15:33:17Z,6.813962458251709,43.52509528980788,83600,Les Adrets-de-l'Estérel,TRUE,TRUE,FALSE
sav@izivia.com,Wiiiz,FRA16PWIIZ369,Les Adrets de l'Esterel - Parking Mairie 2,Voirie,Route de l'Estérel 83600 Les Adrets-de-l'Estérel,"[6.814016102429332, 43.5251755126216]",2,FRA16EWIIZ36911,50,False,True,False,False,False,True,"Les tarifs de recharge peuvent varier en fonction de plusieurs facteurs, y compris le fournisseur de services, l'emplacement de la borne, la puissance de charge, et les éventuelles promotions en cours. Il est recommandé de consulter directement les informations tarifaires auprès du gestionnaire de la borne ou via l'application mobile associée pour obtenir les détails les plus récents et précis.",Accès libre,False,24/7,Accessibilité inconnue,Aucune Restriction,False,2026-01-11,2026-01-11T07:01:14Z,6112801882206048b39452c2,87194f3d-57fb-4b0e-a81c-c22cc4aa59e3,izivia,2021-08-10T15:33:17Z,6.814016102429332,43.5251755126216,83600,Les Adrets-de-l'Estérel,TRUE,TRUE,FALSE
exploitation@freshmile.com,FRESMILE,FRFR1EDSVA1,Bouzonville Mairie,Parking public,rue d'alzing - 57320 BOUZONVILLE,"[6.535945, 49.289694]",2,FRAEDSVA1,24,false,true,true,true,false,true,0.20 €/KWh,Accès libre,false,24/7,Accessible mais non réservé PMR,VL uniquement,false,2021-09-16,2024-12-06T06:47:07Z,6149ddcf7b9d1b7ec1ce8c20,3390b155-0b2f-4e3a-add4-17f4301b9ead,spie-citynetworks,2021-09-21T15:27:44Z,6.535945,49.289694,57320,Bouzonville,TRUE,TRUE,FALSE
assistance-technique@oriosbyspie.com,Béziers,FRBEZP34032J,Béziers - Keywatt S24 - Boulevard Ernest Perréal,Voirie,2 Boulevard Ernest Perréal,"[3.22991165833925, 43.34494113]",1,FRBEZE34032JB1CCS,24,false,false,True,false,false,true,https://www.oriosbyspie.com/fr,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,2025-10-14,2025-10-14T15:08:53Z,68ee64e49e8820e717ee3734,bdc3782d-1572-478e-917b-a4c74105fe06,r-mob-beziers,2025-10-14T15:08:53Z,3.22991165833925,43.34494113,34500,Béziers,TRUE,TRUE,FALSE
assistance-technique@oriosbyspie.com,Béziers,FRBEZP34032K,Béziers - Keywatt S24 - Boulevard Ernest Perréal,Voirie,2 Rue Henri Farmann,"[3.234142, 43.336259]",1,FRBEZE34032KB1CCS,24,false,false,True,false,false,true,https://www.oriosbyspie.com/fr,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,2025-10-14,2025-10-14T15:08:53Z,68ee64e49e8820e717ee3734,bdc3782d-1572-478e-917b-a4c74105fe06,r-mob-beziers,2025-10-14T15:08:53Z,3.234142,43.336259,34500,Béziers,TRUE,TRUE,FALSE
assistance-technique@oriosbyspie.com,Béziers,FRBEZP34032L,Béziers - Keywatt S24 - Rue Philippe Graber,Voirie,25 Rue Philippe Graber,"[3.2097952, 43.3647067]",1,FRBEZE34032LB1CCS,24,false,false,True,false,false,true,https://www.oriosbyspie.com/fr,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,2025-10-14,2025-10-14T15:08:53Z,68ee64e49e8820e717ee3734,bdc3782d-1572-478e-917b-a4c74105fe06,r-mob-beziers,2025-10-14T15:08:53Z,3.2097952,43.3647067,34500,Béziers,TRUE,TRUE,FALSE
assistance-technique@oriosbyspie.com,Béziers,FRBEZP34032M,Béziers - Keywatt S24 - Avenue Georges Clemenceau,Voirie,127 Avenue Georges Clemenceau,"[3.221666, 43.349728]",1,FRBEZE34032MB1CCS,24,false,false,True,false,false,true,https://www.oriosbyspie.com/fr,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,2025-10-14,2025-10-14T15:08:53Z,68ee64e49e8820e717ee3734,bdc3782d-1572-478e-917b-a4c74105fe06,r-mob-beziers,2025-10-14T15:08:53Z,3.221666,43.349728,34500,Béziers,TRUE,TRUE,FALSE
assistance-technique@oriosbyspie.com,Béziers,FRBEZP34032N,Béziers - Keywatt S24 - Avenue Saint-Saëns,Voirie,6 Avenue Saint-Saëns,"[3.2189413, 43.3418751]",1,FRBEZE34032NB1CCS,24,false,false,True,false,false,true,https://www.oriosbyspie.com/fr,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,2025-10-14,2025-10-14T15:08:53Z,68ee64e49e8820e717ee3734,bdc3782d-1572-478e-917b-a4c74105fe06,r-mob-beziers,2025-10-14T15:08:53Z,3.2189413,43.3418751,34500,Béziers,TRUE,TRUE,FALSE
assistance-technique@oriosbyspie.com,Béziers,FRBEZP34032O,Béziers - Keywatt S200 - Avenue Pierre Verdier,Voirie,54 Avenue Pierre Verdier,"[3.236703, 43.344915]",1,FRBEZE34032OB1CCS1,200,false,false,True,false,false,true,https://www.oriosbyspie.com/fr,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,2025-10-14,2025-10-14T15:08:53Z,68ee64e49e8820e717ee3734,bdc3782d-1572-478e-917b-a4c74105fe06,r-mob-beziers,2025-10-14T15:08:53Z,3.236703,43.344915,34500,Béziers,TRUE,TRUE,FALSE
assistance-technique@oriosbyspie.com,Béziers,FRBEZP34032P,Béziers - Keywatt S200 - Avenue Jean Foucault,Voirie,8b Avenue Jean Foucault,"[3.25134694, 43.33136666]",1,FRBEZE34032PB1CCS1,200,false,false,True,false,false,true,https://www.oriosbyspie.com/fr,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,2025-10-14,2025-10-14T15:08:53Z,68ee64e49e8820e717ee3734,bdc3782d-1572-478e-917b-a4c74105fe06,r-mob-beziers,2025-10-14T15:08:53Z,3.25134694,43.33136666,34500,Béziers,TRUE,TRUE,FALSE
assistance-technique@oriosbyspie.com,Béziers,FRBEZP34032Q,Béziers - Keywatt S200 - Boulevard Maréchal Leclerc,Voirie,18 Boulevard Maréchal Leclerc,"[3.23846274, 43.34364876]",1,FRBEZE34032QB1CCS1,200,false,false,True,false,false,true,https://www.oriosbyspie.com/fr,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,2025-10-14,2025-10-14T15:08:53Z,68ee64e49e8820e717ee3734,bdc3782d-1572-478e-917b-a4c74105fe06,r-mob-beziers,2025-10-14T15:08:53Z,3.23846274,43.34364876,34500,Béziers,TRUE,TRUE,FALSE
assistance-technique@oriosbyspie.com,Béziers,FRBEZP34032Q,Béziers - Keywatt S200 - Boulevard Maréchal Leclerc,Voirie,18 Boulevard Maréchal Leclerc,"[3.23844866, 43.34360633]",1,FRBEZE34032QB2CCS1,200,false,false,True,false,false,true,https://www.oriosbyspie.com/fr,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,2025-10-14,2025-10-14T15:08:53Z,68ee64e49e8820e717ee3734,bdc3782d-1572-478e-917b-a4c74105fe06,r-mob-beziers,2025-10-14T15:08:53Z,3.23844866,43.34360633,34500,Béziers,TRUE,TRUE,FALSE
assistance-technique@oriosbyspie.com,Béziers,FRBEZP34032R,Béziers - Keywatt S200 -Place des Alliés,Voirie,Place des Alliés,"[3.2063271, 43.3371651]",1,FRBEZE34032RB1CCS1,200,false,false,True,false,false,true,https://www.oriosbyspie.com/fr,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,2025-10-14,2025-10-14T15:08:53Z,68ee64e49e8820e717ee3734,bdc3782d-1572-478e-917b-a4c74105fe06,r-mob-beziers,2025-10-14T15:08:53Z,3.2063271,43.3371651,34500,Béziers,TRUE,TRUE,FALSE
assistance-technique@oriosbyspie.com,Béziers,FRBEZP34032R,Béziers - Keywatt S200 -Place des Alliés,Voirie,Place des Alliés,"[3.2063428, 43.3372336]",1,FRBEZE34032RB2CCS1,200,false,false,True,false,false,true,https://www.oriosbyspie.com/fr,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,2025-10-14,2025-10-14T15:08:53Z,68ee64e49e8820e717ee3734,bdc3782d-1572-478e-917b-a4c74105fe06,r-mob-beziers,2025-10-14T15:08:53Z,3.2063428,43.3372336,34500,Béziers,TRUE,TRUE,FALSE
assistance-technique@oriosbyspie.com,Béziers,FRBEZP34032S,Béziers - Keywatt S200 -Allée John Boland,Voirie,Allée John Boland,"[3.224403, 43.361866]",1,FRBEZE34032SB1CCS1,200,false,false,True,false,false,true,https://www.oriosbyspie.com/fr,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,2025-10-14,2025-10-14T15:08:53Z,68ee64e49e8820e717ee3734,bdc3782d-1572-478e-917b-a4c74105fe06,r-mob-beziers,2025-10-14T15:08:53Z,3.224403,43.361866,34500,Béziers,TRUE,TRUE,FALSE
assistance-technique@oriosbyspie.com,Béziers,FRBEZP34032S,Béziers - Keywatt S200 -Allée John Boland,Voirie,Allée John Boland,"[3.224396, 43.361935]",1,FRBEZE34032SB2CCS1,200,false,false,True,false,false,true,https://www.oriosbyspie.com/fr,Accès libre,true,24/7,Accessible mais non réservé PMR,Aucune restriction,false,2025-10-14,2025-10-14T15:08:53Z,68ee64e49e8820e717ee3734,bdc3782d-1572-478e-917b-a4c74105fe06,r-mob-beziers,2025-10-14T15:08:53Z,3.224396,43.361935,34500,Béziers,TRUE,TRUE,FALSE
help@bump-charge.com,Bump,FRBMPP154414P50001382023099,Bump - Super U - Port en Bessin,Parking privé à usage public,"Avenue Du Général De Gaulle, Imp. Des Goélands 14520 PORT-EN-BESSIN-HUPPAIN 14520 PORT-EN-BESSIN-HUPPAIN","[-0.7520583, 49.3423317]",4,FRBMPE1254,150,False,False,False,False,False,True,Inconnu,Accès libre,True,24/7,Accessibilité inconnue,Inconnu,False,2025-12-05,2026-01-11T13:39:31Z,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T13:28:02Z,-0.7520583,49.3423317,14520,Port-en-Bessin-Huppain,TRUE,TRUE,FALSE
help@bump-charge.com,Bump,FRBMPP198512P50019177627751,Bump - Auchan Supermarché - Saint-Laurent-des-Arbres,Parking privé à usage public,"ZAC de Tezan, 30126 Saint-Laurent-des-Arbres Occitanie Occitanie 30126 Saint-Laurent-des-Arbres","[4.7098303, 44.0596817]",8,FRBMPE1275,150,False,False,False,False,False,True,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,2025-12-05,2026-01-11T13:39:31Z,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T13:28:02Z,4.7098303,44.0596817,30126,Saint-Laurent-des-Arbres,TRUE,TRUE,FALSE
help@bump-charge.com,Bump,FRBMPP198841P50077064072797,Bump - Super U - Mordelles,Parking privé à usage public,Av. Des Platanes 35310 MORDELLES,"[-1.8363782, 48.0793257]",4,FRBMPE1313,150,False,False,False,False,False,True,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,2025-12-05,2026-01-11T13:39:31Z,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T13:28:02Z,-1.8363782,48.0793257,35310,Mordelles,TRUE,TRUE,FALSE
help@bump-charge.com,Bump,FRBMPP172792P50061440236505,Bump - Howard House - Bron,Parking privé à usage public,"Aéroport Terminal aviation d'affaires, Aéroport, 69500 Bron 69500 Bron","[4.937175, 45.730385]",4,FRBMPE1337,150,False,False,False,False,False,True,Inconnu,Accès libre,True,24/7,Accessibilité inconnue,Inconnu,False,2025-12-05,2026-01-11T13:39:31Z,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T13:28:02Z,4.937175,45.730385,69680,Chassieu,TRUE,TRUE,FALSE
help@bump-charge.com,Bump,FRBMPP212706P50042044913951,Bump - Super U - IFS,Parking privé à usage public,"Zac Du Hoguet, 54 Av. Jean Vilar 14123 IFS","[-0.352923, 49.150001]",4,FRBMPE1411,150,False,False,False,False,False,True,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,2025-12-05,2026-01-11T13:39:31Z,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T13:28:02Z,-0.352923,49.150001,14123,Ifs,TRUE,TRUE,FALSE
help@bump-charge.com,Bump,FRBMPP687220P500939942790020,AVIA VOLT - La Seyne sur Mer,Parking privé à usage public,Rdpt du 8 Mai 1945 83500 La Seyne-sur-Mer,"[5.8774782, 43.1080457]",2,FRBMPE1482,200,False,False,False,False,False,True,Inconnu,Accès libre,True,24/7,Accessibilité inconnue,Inconnu,False,2025-12-29,2026-01-11T13:39:31Z,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T13:28:02Z,5.8774782,43.1080457,83500,La Seyne-sur-Mer,TRUE,TRUE,FALSE
help@bump-charge.com,Bump,FRBMPP310919P500491375900720,Bump - E.Leclerc - NARBONNE,Parking privé à usage public,199 Av. de Bordeaux 11100 Narbonne,"[2.9692464, 43.1808782]",4,FRBMPE1492,320,False,False,False,False,False,True,Inconnu,Accès libre,True,24/7,Accessibilité inconnue,Inconnu,False,2025-12-05,2026-01-11T13:39:31Z,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T13:28:02Z,2.9692464,43.1808782,11100,Narbonne,TRUE,TRUE,FALSE
help@bump-charge.com,Bump,FRBMPP172613P50055651625597,Bump - The Originals Résidence - Grenoble Université,Parking privé à usage public,46 Av. Gabriel Péri 38400 Saint-Martin-d'Hères,"[5.7551792, 45.1867914]",6,FRBMPE1506,150,False,False,False,False,False,True,Inconnu,Accès libre,True,24/7,Accessibilité inconnue,Inconnu,False,2025-12-05,2026-01-11T13:39:31Z,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T13:28:02Z,5.7551792,45.1867914,38400,Saint-Martin-d'Hères,TRUE,TRUE,FALSE
help@bump-charge.com,Bump,FRBMPP174476P50099934578998,Bump - Hotel Kyriad Libourne Saint-Emilion - Arveyres,Parking privé à usage public,8 Rte de Jourdan 33500 Arveyres,"[-0.2570533, 44.9078585]",6,FRBMPE1543,150,False,False,False,False,False,True,Inconnu,Accès libre,True,24/7,Accessibilité inconnue,Inconnu,False,2025-12-05,2026-01-11T13:39:31Z,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T13:28:02Z,-0.2570533,44.9078585,33500,Arveyres,TRUE,TRUE,FALSE
help@bump-charge.com,Bump,FRBMPP198403P50050004798463,Bump - Intermarché HYPER - Saint-Pair-sur-Mer,Parking privé à usage public,189 Rue de Jersey 50380 Saint-Pair-sur-Mer,"[-1.544605, 48.814515]",8,FRBMPE1574,150,False,False,False,False,False,True,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,2025-12-05,2026-01-11T13:39:31Z,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T13:28:02Z,-1.544605,48.814515,50380,Saint-Pair-sur-Mer,TRUE,TRUE,FALSE
